⚛️豆豆影视,#genre# 
翡翠台,http://120.84.96.43:808/hls/25/index.m3u8
明珠台,http://120.84.96.43:808/hls/26/index.m3u8
J2,http://120.84.96.43:808/hls/86/index.m3u8
天映电影,http://120.84.96.43:808/hls/85/index.m3u8
星空卫视,http://120.84.96.43:808/hls/79/index.m3u8
澳门莲花,http://120.84.96.43:808/hls/24/index.m3u8
龙祥时代电影,http://120.84.96.43:808/hls/35/index.m3u8
东森洋片台,http://120.84.96.43:808/hls/33/index.m3u8
东森电影台,http://120.84.96.43:808/hls/32/index.m3u8
翡翠台,http://120.84.96.46:808/hls/25/index.m3u8
翡翠台,http://120.84.96.42:808/hls/25/index.m3u8
明珠台,http://test.crtvhstv.xyz:80/play/5iVToWZi9rVAYQQsYXHze7CNOJOFauZ0AShwAHr7Wt4
明珠台,http://120.84.96.46:808/hls/26/index.m3u8
明珠台,http://120.84.96.42:808/hls/26/index.m3u8
明珠台,http://kkmix1.f3322.net:825/hls/ch1/s.m3u8
J2,http://120.84.96.46:808/hls/86/index.m3u8
J2,http://120.84.96.42:808/hls/86/index.m3u8
ViuTV,http://kkmix1.f3322.net:762/hls/ch1/s.m3u8
ViuTV6,http://kkmix1.f3322.net:762/hls/ch2/s.m3u8
天映电影,http://120.84.96.46:808/hls/85/index.m3u8
天映电影,http://120.84.96.42:808/hls/85/index.m3u8
星空卫视,http://120.84.96.43:808/hls/79/index.m3u8
星空卫视,http://120.84.96.42:808/hls/79/index.m3u8
面包台,https://video.bread-tv.com:8091/hls-live24/online/index.m3u8
时装模特imodeTV,http://juyunlive.juyun.tv/live/24950198.m3u8
香港卫视,http://zhibo.hkstv.tv/livestream/mutfysrq.flv
香港卫视,http://zhibo.hkstv.tv/livestream/mutfysrq/playlist.m3u8
无线新闻,https://bcovlive-a.akamaihd.net/38974baa695d47bbb231665ca52b8b3c/us-west-2/5324042807001/95ea73e414b14b7ea6406050a5293f17/playlist_ssaiM.m3u8?zgangd
TVB J1 [粤语],https://bcovlive-a.akamaihd.net/f23dfe49b06b45d8878b55b4b6909595/us-west-2/5324042807001/4a3bca5b047b4564b18bb12dfa26ba62/playlist_ssaiM.m3u8?zgangd
点掌+财经,http://cclive2.aniu.tv/live/anzb.m3u8?zgangd
耀才财经,http://202.69.67.66:443/webcast/bshdlive-pc/playlist.m3u8?wowzasessionid=64000?zgangd
凤凰资讯,http://liuy.usa7.20212021.ga/ns.php?id=99
凤凰中文,http://liuy.usa7.20212021.ga/ns.php?id=100
翡翠台,http://liuy.usa7.20212021.ga/ns.php?id=78
无线财经资讯,http://liuy.usa7.20212021.ga/ns.php?id=79
明珠台,http://liuy.usa7.20212021.ga/ns.php?id=77
无线财经,http://liuy.usa7.20212021.ga/ns.php?id=73
J2,http://liuy.usa7.20212021.ga/ns.php?id=71
香港卫视,http://liuy.usa7.20212021.ga/ns.php?id=93
ViuTv,http://liuy.usa7.20212021.ga/ns.php?id=94
香港开电视,http://liuy.usa7.20212021.ga/ns.php?id=95
RHK31,http://liuy.usa7.20212021.ga/ns.php?id=96
RHK32,http://liuy.usa7.20212021.ga/ns.php?id=97
TVB星河,http://liuy.usa7.20212021.ga/ns.php?id=76
TVBS,http://liuy.usa7.20212021.ga/ns.php?id=37
TVBS新闻,http://liuy.usa7.20212021.ga/ns.php?id=38
中天新闻,http://liuy.usa7.20212021.ga/ns.php?id=42
中视新闻,http://liuy.usa7.20212021.ga/ns.php?id=19
东森新闻,http://liuy.usa7.20212021.ga/ns.php?id=33
壹新闻,http://liuy.usa7.20212021.ga/ns.php?id=34
非凡新闻,http://liuy.usa7.20212021.ga/ns.php?id=6
纬来综合,http://liuy.usa7.20212021.ga/ns.php?id=12
台视,http://liuy.usa7.20212021.ga/ns.php?id=45
华视,http://liuy.usa7.20212021.ga/ns.php?id=46
中视,http://liuy.usa7.20212021.ga/ns.php?id=47
民视,http://liuy.usa7.20212021.ga/ns.php?id=44
纬来电影,http://liuy.usa7.20212021.ga/ns.php?id=9
纬来日本,http://liuy.usa7.20212021.ga/ns.php?id=10
好莱坞,http://liuy.usa7.20212021.ga/ns.php?id=54
澳门葡语,http://liuy.usa7.20212021.ga/ns.php?id=51
澳门综艺,http://liuy.usa7.20212021.ga/ns.php?id=52
东森少儿,http://liuy.usa7.20212021.ga/ns.php?id=31
TVB经典,http://liuy.usa7.20212021.ga/ns.php?id=90
有线18,http://liuy.usa7.20212021.ga/ns.php?id=59
有线电影,http://liuy.usa7.20212021.ga/ns.php?id=61
SPOTVLIVE,http://liuy.usa7.20212021.ga/ns.php?id=16
澳门莲花,http://anren.live/HK/BiIOU11uLA.m3u8?zgangd
澳门莲花,http://nettvpro.live/hls/lotustv.php?zgangd
澳门莲花,http://nettvpro.live/hls/lotustv.php?zgangd
澳视澳门,http://61.244.22.4/ch1/ch1.live/master.m3u8
澳门资讯,http://61.244.22.4/ch5/info_ch5.live/chunklist_w1046558591.m3u8
澳门Macau,http://61.244.22.4/ch3/ch3.live/playelist.m3u8
澳视葡文,http://61.244.22.4/ch2/ch2.live/playelist.m3u8
澳门Macau,http://61.244.22.4/ch3/ch3.live/index.m3u8?zgangd
澳门Macau,http://61.244.22.4/ch3/ch3.live/playelist.m3u8?zgangd
澳视葡文,http://61.244.22.4/ch2/ch2.live/index.m3u8?zgangd
澳视葡文,http://61.244.22.4/ch2/ch2.live/chunklist_w1632175875.m3u8?zgangd
澳视葡文,http://61.244.22.4/ch2/ch2.live/playelist.m3u8?zgangd
澳视澳门,http://103.233.191.133:1935/ch1/ch1.live/playlist.m3u8?zgangd
澳视澳门,http://103.233.191.134:1935/ch1/ch1.live/playlist.m3u8?zgangd
澳视葡文,http://103.233.191.132:1935/ch2/ch2.live/playlist.m3u8?zgangd
澳视葡文,http://103.233.191.133:1935/ch2/ch2.live/playlist.m3u8?zgangd
澳视葡文,http://103.233.191.134:1935/ch2/ch2.live/playlist.m3u8?zgangd
澳门Macau,http://103.233.191.132:1935/ch3/ch3.live/playlist.m3u8?zgangd
澳门Macau,http://103.233.191.133:1935/ch3/ch3.live/playlist.m3u8?zgangd
澳门Macau,http://103.233.191.134:1935/ch3/ch3.live/playlist.m3u8?zgangd
澳视体育,http://103.233.191.132:1935/ch4/sport_ch4.live/playlist.m3u8?zgangd
澳视体育,http://103.233.191.133:1935/ch4/sport_ch4.live/playlist.m3u8?zgangd
澳视体育,http://103.233.191.134:1935/ch4/sport_ch4.live/playlist.m3u8?zgangd
澳视资讯,http://103.233.191.133:1935/ch5/info_ch5.live/playlist.m3u8?zgangd
澳视资讯,http://103.233.191.134:1935/ch5/info_ch5.live/playlist.m3u8?zgangd
澳视综艺,http://103.233.191.133:1935/ch6/hd_ch6.live/playlist.m3u8?zgangd
澳视综艺,http://103.233.191.134:1935/ch6/hd_ch6.live/playlist.m3u8?zgangd
澳视综艺,http://103.233.191.132:1935/ch6/hd_ch6.live/playlist.m3u8?zgangd
创世电视,https://cdn.deepcore.online/hlsme/ctv_hk_1080.m3u8?zgangd
创世电视,https://cdn.deepcore.online/hlsme/ctv_hk.m3u8?zgangd
台民视,http://59.125.101.187:10714/http/192.168.77.24:8081/hls/73/815/ch49.m3u8
台视,http://59.125.101.187:10702/http/192.168.77.24:8081/hls/72/814/ch46.m3u8
华视,http://59.125.101.187:10713/http/192.168.77.24:8088/hls/72/814/ch48.m3u8
公视,http://59.125.101.187:10705/http/192.168.77.24:8081/hls/73/815/ch50.m3u8
华视新闻,http://59.125.101.187:10704/http/192.168.77.24:8081/hls/75/817/ch58.m3u8
非凡新闻,http://59.125.101.187:10706/http/192.168.77.24:8081/hls/75/817/ch57.m3u8
寰宇新闻,http://59.125.101.187:10709/http/192.168.77.24:8081/hls/76/818/ch62.m3u8
寰宇新闻,http://59.125.101.187:10709/http/192.168.77.24:8066/hls/210/10016/cstv16.m3u8
壹新闻,http://59.125.101.187:10710/http/192.168.77.24:8081/hls/66/808/ch24.m3u8
中天新闻,http://59.125.101.187:10703/http/192.168.77.24:8081/hls/78/80/ch63max.m3u8
中天综合,http://59.125.101.187:10733/http/192.168.77.24:8081/hls/67/809/ch25.m3u8
东森综合,http://59.125.101.187:10771/http/192.168.77.24:8081/hls/63/805/ch12.m3u8
三立新闻,http://59.125.101.187:10756/http/192.168.77.24:8081/hls/65/807/ch18.m3u8
三立都会,http://59.125.101.187:10732/http/192.168.77.24:8081/hls/65/807/ch19.m3u8
年代MUCH,http://59.125.101.187:10775/http/192.168.77.24:8081/hls/64/806/ch15.m3u8
年代MUCH,http://59.125.101.187:10729/http/192.168.77.24:8081/hls/72/814/ch45.m3u8
中天娱乐,http://59.125.101.187:10734/http/192.168.77.24:8081/hls/67/809/ch26.m3u8
东森戏剧,http://59.125.101.187:10772/http/192.168.77.24:8081/hls/64/806/ch13.m3u8
纬来综合,http://59.125.101.187:10770/http/192.168.77.24:8081/hls/68/810/ch32.m3u8
纬来戏剧,http://59.125.101.187:10756/http/192.168.77.24:8081/hls/69/811/ch33.m3u8
纬来育乐,http://59.125.101.187:10762/http/192.168.77.24:8081/hls/68/810/ch30.m3u8
龙华戏剧,http://59.125.101.187:10764/http/192.168.77.24:8066/hls/210/10010/cstv10.m3u8
龙华戏剧,http://59.125.98.83:8534/http/192.168.1.9:8066/hls/210/10010/cstv10.m3u8
龙华戏剧,http://59.125.98.83:8534/http/192.168.1.9:8066/hls/210/10010/cstv10.m3u8
龙华日韩,http://59.125.98.83:8535/http/192.168.1.9:8066/hls/210/10011/cstv11.m3u8
龙华日韩,http://59.125.101.187:10763/http/192.168.77.24:8066/hls/210/10011/cstv11.m3u8
龙华偶像,http://59.125.98.83:8536/http/192.168.1.9:8066/hls/210/10012/cstv12.m3u8
龙华偶像,http://59.125.101.187:10762/http/192.168.77.24:8066/hls/210/10012/cstv12.m3u8
卫视中文,http://59.125.101.187:10720/http/192.168.77.24:8081/hls/62/804/ch05.m3u8
纬来电影,http://59.125.101.187:10710/http/192.168.77.24:8081/hls/69/811/ch35.m3u8
卫视电影,http://59.125.101.187:10745/http/192.168.77.24:8081/hls/62/804/ch08.m3u8
卫视电影,http://59.125.101.187:10753/http/192.168.77.24:8081/hls/62/804/ch07.m3u8
好莱坞电影,http://59.125.101.187:10754/http/192.168.77.24:8081/hls/74/816/ch55.m3u8
国家地理,http://59.125.101.187:10709/http/192.168.77.24:8081/hls/61/803/ch01.m3u8
动物星球,http://59.125.101.187:10719/http/192.168.77.24:8088/hls/70/812/ch37.m3u8
亚洲旅游,http://59.125.101.187:10744/http/192.168.77.24:8081/hls/76/818/ch61.m3u8
龙华戏剧[1920*1080],http://59.125.98.83:8534/playlist.m3u8
龙华日韩[1920*1080],http://59.125.98.83:8535/playlist.m3u8
龙华偶像[1920*1080],http://59.125.98.83:8536/playlist.m3u8
华视新闻,http://59.125.98.83:8538/playlist.m3u8
三立台灣,http://eth.tv6868.com/live/98aadb37083eddd855c27feccb15dc8c5b127fd0/297b2d906811247614a31da270e19aa6/2/ab7c868d-3788-4bfa-8352-930399e5c78a.m3u8
三立綜合,http://eth.tv6868.com/live/98aadb37083eddd855c27feccb15dc8c5b127fd0/297b2d906811247614a31da270e19aa6/2/95db1e0a-0eee-423f-a8e4-b05fef9c21c8.m3u8
ELTA影劇,http://eth.tv6868.com/live/98aadb37083eddd855c27feccb15dc8c5b127fd0/297b2d906811247614a31da270e19aa6/2/5bd937d8-a211-4be2-8c5c-a0fb8e62b23f.m3u8
ELTA體育1,http://eth.tv6868.com/live/98aadb37083eddd855c27feccb15dc8c5b127fd0/297b2d906811247614a31da270e19aa6/7/c833577a-7377-4930-8da1-1f9571c4d0eb.m3u8
ELTA體育2,http://eth.tv6868.com/live/98aadb37083eddd855c27feccb15dc8c5b127fd0/297b2d906811247614a31da270e19aa6/2/a0c87361-87f0-422f-a9ba-c9d614f7fd8e.m3u8
中視,http://eth.tv6868.com/live/98aadb37083eddd855c27feccb15dc8c5b127fd0/297b2d906811247614a31da270e19aa6/2/2cc71359-2456-443d-8ddc-d9cf86fd8f39.m3u8
中視新聞,http://eth.tv6868.com/live/98aadb37083eddd855c27feccb15dc8c5b127fd0/297b2d906811247614a31da270e19aa6/2/2cfe8d82-fcaf-4931-95ed-655d60426101.m3u8
公視,http://eth.tv6868.com/live/98aadb37083eddd855c27feccb15dc8c5b127fd0/297b2d906811247614a31da270e19aa6/2/79ffbe07-bcea-493b-8ccc-386fc5ca2228.m3u8
民視,http://eth.tv6868.com/live/98aadb37083eddd855c27feccb15dc8c5b127fd0/297b2d906811247614a31da270e19aa6/2/bba1cd9a-b72b-4d29-a545-384d7de01cf7.m3u8
民視新聞,http://eth.tv6868.com/live/98aadb37083eddd855c27feccb15dc8c5b127fd0/297b2d906811247614a31da270e19aa6/2/17cd8809-c459-45c1-a1d0-c075645862d2.m3u8
台視,http://eth.tv6868.com/live/98aadb37083eddd855c27feccb15dc8c5b127fd0/297b2d906811247614a31da270e19aa6/2/fa9c215a-4fbe-48c8-8264-42a72ab6e2b4.m3u8
台視新聞,http://eth.tv6868.com/live/98aadb37083eddd855c27feccb15dc8c5b127fd0/297b2d906811247614a31da270e19aa6/2/8153b94d-cbd9-49e8-a105-45a5fed98f84.m3u8
華視,http://eth.tv6868.com/live/98aadb37083eddd855c27feccb15dc8c5b127fd0/297b2d906811247614a31da270e19aa6/2/9e556711-5918-49ec-bdc9-1837e9f4bc48.m3u8
年代新聞,http://eth.tv6868.com/live/98aadb37083eddd855c27feccb15dc8c5b127fd0/297b2d906811247614a31da270e19aa6/2/43e5a720-a239-4f03-9727-711f55e88e89.m3u8
非凡新聞,http://eth.tv6868.com/live/98aadb37083eddd855c27feccb15dc8c5b127fd0/297b2d906811247614a31da270e19aa6/2/253c4f77-5b43-4793-a186-dd8b88edc903.m3u8
東森財經新聞,http://eth.tv6868.com/live/98aadb37083eddd855c27feccb15dc8c5b127fd0/297b2d906811247614a31da270e19aa6/2/b543a5c6-2629-466f-8048-c943ee042636.m3u8
東森新聞,http://eth.tv6868.com/live/98aadb37083eddd855c27feccb15dc8c5b127fd0/297b2d906811247614a31da270e19aa6/2/451f0cdd-b2a7-4f08-85d9-d786b6b3423a.m3u8
東森電影,http://eth.tv6868.com/live/98aadb37083eddd855c27feccb15dc8c5b127fd0/297b2d906811247614a31da270e19aa6/2/55d60885-3825-4600-8a5c-1427ceae2aa6.m3u8
東森洋片,http://eth.tv6868.com/live/98aadb37083eddd855c27feccb15dc8c5b127fd0/297b2d906811247614a31da270e19aa6/2/cfbd4405-3f72-4aaa-80c8-fdbba94b6d2d.m3u8
東森戲劇,http://eth.tv6868.com/live/98aadb37083eddd855c27feccb15dc8c5b127fd0/297b2d906811247614a31da270e19aa6/2/c9ad5922-8313-4c42-a327-174544661402.m3u8
東森幼幼,http://eth.tv6868.com/live/98aadb37083eddd855c27feccb15dc8c5b127fd0/297b2d906811247614a31da270e19aa6/2/6f0752d1-787f-413d-abe2-f595bb0c55e3.m3u8
龍華偶像,http://eth.tv6868.com/live/98aadb37083eddd855c27feccb15dc8c5b127fd0/297b2d906811247614a31da270e19aa6/2/d6aed7e2-3138-4dd8-90b8-73be504e00c0.m3u8
龍華戲劇,http://eth.tv6868.com/live/98aadb37083eddd855c27feccb15dc8c5b127fd0/297b2d906811247614a31da270e19aa6/2/1cddeff8-aa75-47c3-a013-f4f1275eef67.m3u8
龍華洋片,http://eth.tv6868.com/live/98aadb37083eddd855c27feccb15dc8c5b127fd0/297b2d906811247614a31da270e19aa6/2/848ebbde-2508-4567-b7b1-a0155c27c2c6.m3u8
中天新聞,http://eth.tv6868.com/live/98aadb37083eddd855c27feccb15dc8c5b127fd0/297b2d906811247614a31da270e19aa6/2/9ece40f1-712e-43c8-9639-018c38d088ba.m3u8
中天綜合,http://eth.tv6868.com/live/98aadb37083eddd855c27feccb15dc8c5b127fd0/297b2d906811247614a31da270e19aa6/2/4026260e-ec58-4e70-9083-7b632257880b.m3u8
中天亞洲,http://eth.tv6868.com/live/98aadb37083eddd855c27feccb15dc8c5b127fd0/297b2d906811247614a31da270e19aa6/2/86367931-34f8-4aa6-acb0-8fa4d577ae11.m3u8
中天娛樂,http://eth.tv6868.com/live/98aadb37083eddd855c27feccb15dc8c5b127fd0/297b2d906811247614a31da270e19aa6/2/308d8d9f-38ec-498c-a0f9-127127f03e78.m3u8
八大第一,http://eth.tv6868.com/live/98aadb37083eddd855c27feccb15dc8c5b127fd0/297b2d906811247614a31da270e19aa6/2/6bb0001a-0201-4ae2-809d-c83e5e3e19f2.m3u8
八大戲劇,http://eth.tv6868.com/live/98aadb37083eddd855c27feccb15dc8c5b127fd0/297b2d906811247614a31da270e19aa6/1/b9681578-eb3b-45c4-b3e5-5f51c8daf2d4.m3u8
八大娛樂,http://eth.tv6868.com/live/98aadb37083eddd855c27feccb15dc8c5b127fd0/297b2d906811247614a31da270e19aa6/2/ed74ad55-42d2-4613-b235-944683886177.m3u8
八大綜合,http://eth.tv6868.com/live/98aadb37083eddd855c27feccb15dc8c5b127fd0/297b2d906811247614a31da270e19aa6/2/0fdd4afc-c155-4164-8baa-b50c4488402d.m3u8
TVBS新聞,http://eth.tv6868.com/live/98aadb37083eddd855c27feccb15dc8c5b127fd0/297b2d906811247614a31da270e19aa6/2/c772bec8-0cf3-4f31-b9b4-86511166bc99.m3u8
靖天卡通,http://eth.tv6868.com/live/98aadb37083eddd855c27feccb15dc8c5b127fd0/297b2d906811247614a31da270e19aa6/2/8c0b6427-06c1-4818-a7ed-b0defb96981d.m3u8
EYETV旅遊,http://eth.tv6868.com/live/98aadb37083eddd855c27feccb15dc8c5b127fd0/297b2d906811247614a31da270e19aa6/2/b9f35b1b-8c3d-45b9-9d5f-97fa2d808ee5.m3u8
EYETV戲劇,http://eth.tv6868.com/live/98aadb37083eddd855c27feccb15dc8c5b127fd0/297b2d906811247614a31da270e19aa6/2/35d20aac-a621-438e-8cf1-8433605954c3.m3u8
CN卡通,http://eth.tv6868.com/live/98aadb37083eddd855c27feccb15dc8c5b127fd0/297b2d906811247614a31da270e19aa6/2/1ef6144e-d443-4346-be45-788442b24cc3.m3u8
好萊塢電影,http://eth.tv6868.com/live/98aadb37083eddd855c27feccb15dc8c5b127fd0/297b2d906811247614a31da270e19aa6/2/6995f464-c034-4cf5-9b6a-e94ea4922ced.m3u8
美亞電影,http://eth.tv6868.com/live/98aadb37083eddd855c27feccb15dc8c5b127fd0/297b2d906811247614a31da270e19aa6/2/ce77a1ce-f273-401d-8e88-1fc4cbab8c80.m3u8
星衛電影,http://eth.tv6868.com/live/98aadb37083eddd855c27feccb15dc8c5b127fd0/297b2d906811247614a31da270e19aa6/2/e3128db5-6ea6-4713-9b8b-78d23fbfe92a.m3u8
HBO強檔鉅獻,http://eth.tv6868.com/live/98aadb37083eddd855c27feccb15dc8c5b127fd0/297b2d906811247614a31da270e19aa6/2/1a89cb28-80af-4fa8-86e2-b1ca69024d0a.m3u8
CINEMAX,http://eth.tv6868.com/live/98aadb37083eddd855c27feccb15dc8c5b127fd0/297b2d906811247614a31da270e19aa6/2/6cf1d6f9-8057-4a4e-8eba-cd950c24f19d.m3u8
华视新闻,https://ssttvv1.6zxr.xyz/tvbs56/index.m3u8
寰宇新闻,https://ssttvv1.6zxr.xyz/fhwszw/index.m3u8
台视,http://60.251.59.180:8501/http/61.221.81.94:8088/hls/72/814/ch46.m3u8
中天新闻,http://60.251.59.180:8504/http/60.251.39.91:8081/hls/78/80/ch63max.m3u8
靖天综合,https://wabc.ml/hlk.php?id=86
靖天资讯,https://wabc.ml/hlk.php?id=118
靖天育乐,https://wabc.ml/hlk.php?id=100
靖天映画,https://wabc.ml/hlk.php?id=114
靖天戏剧,https://wabc.ml/hlk.php?id=106
靖天日本,https://wabc.ml/hlk.php?id=224
靖天卡通,https://wabc.ml/hlk.php?id=104
靖天欢乐,https://wabc.ml/hlk.php?id=107
靖天国际,https://wabc.ml/hlk.php?id=155
亚洲旅游,https://wabc.ml/hlk.php?id=119
亚州综合,https://wabc.ml/hlk.php?id=138
星空卫视,https://wabc.ml/hlk.php?id=1763
台湾戏剧,https://wabc.ml/hlk.php?id=233
中天新聞,http://209.141.56.65/gtiptv/gtiptv.php?tid=gt&id=53
TVBS新聞,http://209.141.56.65/gtiptv/gtiptv.php?tid=gt&id=54
BBC東森LIVE,http://209.141.56.65/gtiptv/gtiptv.php?tid=gt&id=55
台視新聞,http://209.141.56.65/gtiptv/gtiptv.php?tid=gt&id=56
三立新聞,http://209.141.56.65/gtiptv/gtiptv.php?tid=gt&id=57
壹新聞,http://209.141.56.65/gtiptv/gtiptv.php?tid=gt&id=58
民視新聞,http://209.141.56.65/gtiptv/gtiptv.php?tid=gt&id=59
中視新聞,http://209.141.56.65/gtiptv/gtiptv.php?tid=gt&id=60
華視新聞資訊,http://209.141.56.65/gtiptv/gtiptv.php?tid=gt&id=61
寰宇新聞,http://209.141.56.65/gtiptv/gtiptv.php?tid=gt&id=63
中視,http://209.141.56.65/gtiptv/gtiptv.php?tid=gt&id=82
台視,http://209.141.56.65/gtiptv/gtiptv.php?tid=gt&id=83
民視,http://209.141.56.65/gtiptv/gtiptv.php?tid=gt&id=84
華視,http://209.141.56.65/gtiptv/gtiptv.php?tid=gt&id=86
TVBS,http://209.141.56.65/gtiptv/gtiptv.php?tid=gt&id=95
TVBS歡樂,http://209.141.56.65/gtiptv/gtiptv.php?tid=gt&id=97
民視第一,http://209.141.56.65/gtiptv/gtiptv.php?tid=gt&id=100
民視綜藝,http://209.141.56.65/gtiptv/gtiptv.php?tid=gt&id=101
民視旅遊,http://209.141.56.65/gtiptv/gtiptv.php?tid=gt&id=102
緯來體育,http://209.141.56.65/gtiptv/gtiptv.php?tid=gt&id=105
緯來日本,http://209.141.56.65/gtiptv/gtiptv.php?tid=gt&id=106
ELEVEN1,http://209.141.56.65/gtiptv/gtiptv.php?tid=gt&id=108
ELEVEN2,http://209.141.56.65/gtiptv/gtiptv.php?tid=gt&id=109
ELTA體育2,http://209.141.56.65/gtiptv/gtiptv.php?tid=gt&id=111
ELTA體育3,http://209.141.56.65/gtiptv/gtiptv.php?tid=gt&id=112
HBO[1920*1080],http://vips-livecdn.fptplay.net/hda1/hbo_vhls.smil/chunklist_b5000000.m3u8
原住民频道[1280*720],http://streamipcf.akamaized.net/live/_definst_/live_720/chunklist_b1500.m3u8
台湾番薯台[1920*1080],http://61.216.67.119:1935/TWHG/E1/chunklist_w705811302.m3u8
民視[1280*720],http://50.7.220.74:8278/ftvhd_taiwan/playlist.m3u8?tid=m15b424641a89&ct=18335&tsum=ba82cdbfb8253c45a13df5354e6d0dbc
台視[1280*720],http://50.7.220.74:8278/ttv_taiwan/playlist.m3u8?tid=mdea1ba75c9e516139101&ct=17874&tsum=95f1742d36f959fe6e241587a4f8e970
公視[1280*720],http://50.7.220.74:8278/ctv_taiwan/playlist.m3u8?tid=m33b41eb996d0&ct=18336&tsum=ea5304d5140e9a3d2a32aece896feeed
中視經典[1280*720],http://50.7.220.74:8278/zhongshi_twn/playlist.m3u8?tid=mffe9aaf8765f&ct=18335&tsum=bcdd7a2ce4a5498b1449cb26a01150c0
中視新聞[1280*720],http://50.7.220.74:8278/ca73a13c37/playlist.m3u8?tid=mee3f06f682eb&ct=18335&tsum=7491cceca17c1e2af05824583855f8bd
大愛[1280*720],http://50.7.220.74:8278/daai_twn/playlist.m3u8?tid=m22178fccc70212656308&ct=17874&tsum=68bbc63cc5cb649ef5df75b1f0296336
華視[1280*720],http://50.7.220.74:8278/ctshd_twn/playlist.m3u8?tid=m760743cf1f5e&ct=18335&tsum=9b0d2efb292253075aa4ec25cc439b81
國家地理臺灣[1280*720],http://50.7.220.74:8278/natgeohd_twn/playlist.m3u8?tid=ma1f0b9808d5014467661&ct=17874&tsum=73dfb91284f5b1358251546e6f03da3d
國家地理野生頻道[1280*720],http://50.7.220.74:8278/natgeowild_twn/playlist.m3u8?tid=mc9d789e8a1bb12836354&ct=17877&tsum=82c5ce1596dc364c112c79b239c3f5e8
探索頻道[1280*720],http://50.7.220.74:8278/ba86fcd935/playlist.m3u8?tid=m1b458a366fcb&ct=18335&tsum=6ee1498a5e37d8bd1e3f62954629ed4f
探索頻道[1280*720],http://50.7.220.74:8278/discoverych_twn/playlist.m3u8?tid=MA3A2844188928441889&ct=18393&tsum=5b966ba17918ab0d7dd4c462d1b0b811
罪案偵輯[1280*720],http://50.7.220.74:8278/ci_twn/playlist.m3u8?tid=m2d09f7473c8214224973&ct=17877&tsum=eb2ddbfed683e40621e2b023bf017892
HBO溫馨家庭[1280*720],http://50.7.220.74:8278/fyi_twn/playlist.m3u8?tid=m99b80124e3b4&ct=18337&tsum=73f6f540497de9a5615b9bd55bec8853
動物星球[1920*1080],http://50.7.220.74:8278/animalplanet_twn/playlist.m3u8?tid=m4da2c053371613331372&ct=17874&tsum=4481f502bb91c2c67964feecfbc4b702
CN卡通[1920*1080],http://50.7.220.74:8278/momo1_twn/playlist.m3u8?tid=md272f875bb6916787346&ct=17874&tsum=0c38bae20c6db7e76ad1418654c8ccd4
東森幼幼[1920*1080],http://50.7.220.74:8278/yoyo_twn/playlist.m3u8?tid=m84c9b210bc7f11269156&ct=17874&tsum=51340c8fb7ca02ab978ee0791843501d
八大第一[1920*1080],http://50.7.220.74:8278/badafirst/playlist.m3u8?tid=mb8efded78b4e12042621&ct=17874&tsum=028ad819cd9a0f949a043d652fa3e164
八大娛樂[1280*720],http://50.7.220.74:8278/badaentertain/playlist.m3u8?tid=m6f7aed1b4260&ct=18335&tsum=fd808db00f6ca5c51dd3de7d3e214287
八大綜合[1920*1080],http://50.7.220.74:8278/badazhonghe/playlist.m3u8?tid=mfb8d64b6276514171054&ct=17874&tsum=a87466c997089ea7dce98cd17301667d
八大戲劇[1920*1080],http://50.7.220.74:8278/badadrama/playlist.m3u8?tid=m4970c4e1b988&ct=18335&tsum=20cb1d15d4e116ab9e44edb542cf51a5
三立綜合[1280*720],http://50.7.220.74:8278/sanlizhonghe/playlist.m3u8?tid=m3362167a08a014596868&ct=17874&tsum=4472a7c943b67bf52fe5e836ca9f3b6b
三立臺灣[1920*1080],http://50.7.220.74:8278/sanlitaiwan/playlist.m3u8?tid=m92ccadc4dc3718157816&ct=17874&tsum=3570a8198ca0fb7ebb803807e38b33fb
JET綜合[1920*1080],http://50.7.220.74:8278/jettv_japan/playlist.m3u8?tid=mec9806b42012&ct=18335&tsum=e4518647627cab22a9faca0710d987ec
東森綜合[1920*1080],http://50.7.220.74:8278/ettvzhonghe/playlist.m3u8?tid=m65c4e525f24617101171&ct=17874&tsum=663db593cfeefc92ce4b5d7461988f3f
中天綜合[1920*1080],http://50.7.220.74:8278/ctizhonghe/playlist.m3u8?tid=m85005aeec85b14021104&ct=17874&tsum=69f19f4b12ab79d2ee683b28cdb1c8ca
中天娛樂[1920*1080],http://50.7.220.74:8278/ctient/playlist.m3u8?tid=m6780c60bd34a13540795&ct=17874&tsum=06089e289a460b0685447b7656d550e3
中天亞洲[1280*720],http://50.7.220.74:8278/ctiasia_twn/playlist.m3u8?tid=mfc2c5bc6c101&ct=18335&tsum=d074a602fcd98718afeb8fc9a18fa964
東森戲劇[1280*720],http://50.7.220.74:8278/ettvdrama/playlist.m3u8?tid=m921dcb630ebe17354109&ct=17874&tsum=695370160923af940d1a90d44c262acc
民視新聞[1280*720],http://50.7.220.74:8278/ftvnew_taiwan/playlist.m3u8?tid=md953ce86cdad16241449&ct=17874&tsum=949d4aace793a001dd41392b210ba406
東森新聞[1280*720],http://50.7.220.74:8278/ettvnews/playlist.m3u8?tid=m1785954e5a67&ct=18336&tsum=ce82c650c85a63fe1ead9e30f2d4bfb4
